Project ID,Project Name,Branch,Region,Start Date,Status,Issue Title,Severity,Description,Implication,Cost Impact,Management Comments 1,Management Comments 2,Recommendation,Branch Manager,Operations Manager,Supervisor
127720,Eastleigh -Feb 25,N/A,N/A,2025-02-15,active,Bread Weight Check,high,"·       Bread produced and packed in the branch ready to be dispatched to the market were selected randomly and weighed, to determine if the bread met the standard Weight of 400g ,600g,800g and 1.5 kg as per the KEBS Standard weights.·       Underweights were noted across all the varieties with few instances of overweight as illustrated below;      ü  600g - 25%ü  600g Bw - 6%ü  800g - 68%ü  800g Bw - 63%ü  200g Ml- 85%ü  400g - 44%Table 2: Bread weight check summary.

Variety
No. of samples
O/Wt
Correct weight
U/Wt
Average weight
% O/Wt
% Correct weight
% U/Wt


600g
75
2
54
19
592.6
3%
72%
25%


600g BW
36
5
29
2
603.0
14%
81%
6%


800g
75
2
22
51
774.1
3%
29%
68%


800g BW
52
0
19
33
777.2
0%
37%
63%


200g Ml
75
0
11
64
188.2
0%
15%
85%


400 g
75
6
53
33
397.6
8%
71%
44%

Implications·       The high percentage of underweight bread across all varieties poses a significant risk of non-compliance with KEBS standards, which may result in regulatory penalties and reputational damage.·       The control panel malfunction in the oven is disrupting weight consistency affecting production efficiency and making it difficult for workers to track baking time accurately.Consistently underweight bread may lead to customer complaints, loss of trust and potential market share reduction.","·       The high percentage of underweight bread across all varieties poses a significant risk of non-compliance with KEBS standards, which may result in regulatory penalties and reputational damage.·       The control panel malfunction in the oven is disrupting weight consistency affecting production efficiency and making it difficult for workers to track baking time accurately.Consistently underweight bread may lead to customer complaints, loss of trust and potential market share reduction.",None,,,"·       Branch management is encouraged to coordinate with KAF to speed up the repair and calibration of the oven control panel.To resolve underweight and overweight issues, strict supervision of the bread production process should be enforced. This will ensure that any non-compliance is due to unavoidable factors like machine failures rather than worker negligence.",N/A,N/A,N/A
127720,Eastleigh -Feb 25,N/A,N/A,2025-02-15,active,Bread Damages Analysis,medium,"a.     Production Damages and market damages.Findings.·       An analysis of production and market damages for the period of 21 Days from 17 December 2024 to 06 January 2025 was done to determine whether bread damages were within the required percentage threshold of 0.20% of total production and 0.50% of the total sales respectively.·     It was noted that production damages were at 0.28% and had a cost implication of Kshs 22,868.49 while market damages were at 0.57% with a cost Implication of Kshs 18,855.68·     The table below illustrates the summary of findings: -Table 3: Production Damages analysis.

Details
Quantity/Value


Total Production damages= A
1,523.50


Total Production = B
539,351.15


Prod. Damages Perce C=(A/B)%
0.28%


KPI =D
0.20%


Difference E=D-C
-0.08%


Cost Implication F=(E*B)*53
(22,868.49)

Table 4: Market Damages Analysis.

Details
Quantity/Value


Total Market damages= A
2,882.75


Total Sales = B
508,239.50


Market. Damages Perce C=(A/B)%
0.57%


KPI =D
0.50%


Difference E=D-C
-0.07%


Cost Implication F=(E*B)*53
(18,855.69)

Implications·       Oven breakdowns and generator delays significantly impacted production leading to damages and non-compliance with quality standards.Higher market damages may indicate potential customer dissatisfaction due to quality issues.",·       Oven breakdowns and generator delays significantly impacted production leading to damages and non-compliance with quality standards.Higher market damages may indicate potential customer dissatisfaction due to quality issues.,41724.0,,,Branch management is encouraged to coordinate with KAF to strengthen preventive maintenance programs of key production machinery including generator and oven,N/A,N/A,N/A
127720,Eastleigh -Feb 25,N/A,N/A,2025-02-15,active,Mixing Chart Analysis,medium,"·       An analysis of both mixing chart and mixing chart summary was done for a period of 31 days from 7 January 2025 to 06 February 2025, the objective was to determine the average yield per production bag, actual utto consumption and if the branch production capacity was being fully utilized.·       The analysis revealed the following.ü  production target was at 84.35% of total capacity of 108 bagsü  Average yield target per bag was 190.99 Loavesü  Utto consumption stood at 99.99%ü  3,120 remixes were noted.·       Below is the summary of the findings:Table 5: Mixing Chart analysis Summary.

Particulars
Number


Utto
2,822


Yeast 125g
2,824


Production in bags
2,824


Total cash flow loaves
539,351


Average yield
190.99


Average Production /Average daily production in bags
91.10


Average production Target in bags
108.00


Production target achievement (%)
84.35%


Utto consumption to bags produced
1:1


No of Remixes
3,120.00

Implications·       The production target was not fully achieved, reaching only 84.35% of total capacity which indicates underutilization of resources.Frequent machine breakdowns disrupted production contributing to remixes and inefficiencies in Utto consumption.","·       The production target was not fully achieved, reaching only 84.35% of total capacity which indicates underutilization of resources.Frequent machine breakdowns disrupted production contributing to remixes and inefficiencies in Utto consumption.",None,,,·       Branch management is encouraged to align production schedules more effectively with market demand while maintaining operational efficiency.,N/A,N/A,N/A
127720,Eastleigh -Feb 25,N/A,N/A,2025-02-15,active,Mini Shop Spot Check,medium,"·       A spot check was carried out at the Mini Shop on February 17, 2025 to confirm that all bread loaded for sale was accurately accounted for and to ensure that recorded sales matched the balances linked to the designated pay bill number, as the Mini Shop operates on a cashless policy.·       The expected sales amount revealed overpayments  by customers amounting to Kshs 946 i.e accounted Kshs 840 and unaccounted Kshs 106 as illustrated below:Table 8:Mini shop spot check

Description
200g
400G
800G
1.5Kg
 Total


Loading=A
10
2,154.0
15.0
0.0
2,169.0


Balance/stock at hand =B
0
0.0
0.0
0.0
0.0


Quantity sold=C
10.0
2,154.0
15.0
0.0
2,169.0


Selling price=D
27
53.0
104.0
198.0
355.0


Sales E=(C*D)
270.0
114,162.0
1,560.0
0.0
111,992.0


Mpesa paybill Cash balance.(Inclusive of settled amount)=F
 
 
 
 
112,633.8


Other  Customer Accounted Prepayments =G
 
 
 
 
840.0


Charges =H
 
 
 
 
304.3


Variance=E-(F+H-G)
 
 
 
 
-106.0

Implications:Overpayments by customers indicate a lack of proper payment verification which could lead to reconciliation issues and also implies discrepancies in tracking payments for the unaccounted balance.",,None,,,The Mini Shopkeeper should strictly ensure that customers pay the exact amount for their purchases to avoid discrepancies.,N/A,N/A,N/A
127720,Eastleigh -Feb 25,N/A,N/A,2025-02-15,active,Production Efficiency,medium,"·       An analysis of production efficiency was conducted to assess whether workers were meeting their set production targets of 4.3 bags per production worker and to identify areas for improvement, considering factors such as current workforce utilization, actual versus expected production, and the cost implications of inefficiencies.·       We noted that production efficiency per production worker was at 4.11 bags, this was below the expected set standard of 4.3 bags per production worker.·       The company incurred an additional cost of Kshs 32,598 for hiring 30 extra workers to meet production needs.A summary of the analysis is shown below.Table 6: Production Efficiency.

Details
Totals


KPI =A
4.3


Production workers Hired =B
687


Expected production: C=A*B
2,954.10


Actual Production =D
2,824.00


Actual production efficiency achieved E=D/B
                   4.11


Production workers who were supposed to be hired F=D/A
657


Extra Production Workers hired G=B-F
30


Cost Incurred for not achieving target (1,086.6*30)
32,598

Implications·       The failure to achieve the set production efficiency target resulted in additional labour costs, impacting overall profitability.Machine breakdowns contributed to inefficiencies leading to underutilization of workers and the need for additional hires.","·       The failure to achieve the set production efficiency target resulted in additional labour costs, impacting overall profitability.·       The failure to achieve the set production efficiency target resulted in additional labour costs, impacting overall profitability.Machine breakdowns contributed to inefficiencies leading to underutilization of workers and the need for additional hires.Machine breakdowns contributed to inefficiencies leading to underutilization of workers and the need for additional hires.",32598.0,,,·       The branch needs to optimize shift planning to align workforce allocation with production demands.·       Branch management should liaise with KAF to strengthen preventive maintenance schedules for ovens and other machinery to reduce breakdowns and downtime ensuring prompt response to equipment malfunctions to minimize production disruptions.,N/A,N/A,N/A
128035,Busia Feb 2025,N/A,N/A,2025-02-16,active,Physical stock verification,medium,"+ Physical stock count was done on 16.02.2025 @6am.The table below shows the summary of the stock findings

ITEM
BOOK STOCK
PHYSICAL STOCK
VARIATION


White ingredients 9Kgs
1,070
1,070
00


White ingredients 18Kgs
00
00
00


Brown bread ingredients 7kg
10
10
00


White Flour (50kg)
1,660
1,660
00


Brown Flour(50kg)
12
12
00


Vegetable Oil (ltrs)
157.086
158
0.914


Wheat Bran (kg)
25
24
(01)


Yeast - 125gms
1,077
1,077
00


Polybags
356,628
356,642
14


Finished product(400g)
20,713
20,630
(83)


Green crates
280
280
00


Pion Orange crates
3,903
3,903
00


Green crates (family pack)
507
507
00

·           The following were the stock findings;ü  Bread -     -83 loavesü  Cumulative variance in polybags was +14 piecesAll other materials had negligible variances.",,None,,,+ The management to ensure that the set stock controls are consistently adhered to avoid stock variances.,N/A,N/A,N/A
128035,Busia Feb 2025,N/A,N/A,2025-02-16,active,Raw materials weight analysis.,medium,+ 10bags of White flour (50kg) and 10bags of white ingredients (9kg) were weighed on 16.02.205.+ Average white flour weight was 50.38kg while white ingredients average weight was 9.4kg.+ Hence raw material weights showed compliance.,,None,,,+ Raw materials have desired weights is commendable and ensures standard bread weight production.,N/A,N/A,N/A
128035,Busia Feb 2025,N/A,N/A,2025-02-16,active,Dough Weights Analysis.,medium,"+ The below table shows analysis of dough weights sampled on 16/02/2025;

Dough weights sampled on 16.02.2025:(1st shift @8.30am)


  Variety
Qty
O/wt.
Std wt.
U/wt.
Wt. range


400g ct white
75
06
18
01
457-474g


460-464
100%
24%
72%
04%
462.84",,None,,,+ Adherence to set dough dividing weights is commendable.,N/A,N/A,N/A
128035,Busia Feb 2025,N/A,N/A,2025-02-16,active,Bread weight analysis.,medium,"+ packed bread weights were sampled on 16.02.25.+ Both overweight and underweight loaves were noted with the weight extreme rates exceeding 10%.·         Bread weights were sampled on 16/02/2025 and the following below were the results.

Variety
Qty sampled
Over wt.
Std wt.
Under wt.


200g White
75
14
60
01


400g CT white
75
03
57
15


600g CT white
75
06
55
14


600g barrel W
75
20
44
11


800g CT W
75
09
52
14


1.5kg White
75
39
36
00


Totals
450
91
304
55


Percentage
100%
20.22%
67.56%
12.22%



Variety
Overall Avg Wt. (g)
% over Wt.
% correct Wt.
% under  Wt.


200g White
202.16
18.67%
80%
1.33%


400g CT white
395.99
04%
76%
20%


600g CT white
592.55
08%
73.33%
18.67%


600g barrel W
602.97
26.67%
58.66%
14.67%


800g CT W
794.84
12%
69.33%
18.67%


1.5kg White
1,522.13
52%
48%
00%",,None,,,+ Standard set dough dividing weights should be adhered to in order to ensure production of standard weight bread.+ Noted high overweight and underweight bread rate should be addressed.,N/A,N/A,N/A
128035,Busia Feb 2025,N/A,N/A,2025-02-16,active,Bread damage analysis.,medium,"·          Both market and production damages were analyzed from 01/01/2025 - 15/02/2025.Production damage rate was observed to be high than the allowed.PRODUCTION DAMAGE ANALYSIS:·          Production damage rate is tabulated below.



01/01/25 - 31/01/25
01/02/25-15/02/25



Particulars
Quantity
Quantity


A
Total bread yield (in 400g)
1,005,733
490,901


B
Production damages resulting
2,584.75
1,243.75


C
Production damage rate % B/A*100)
0.258
0.25


D
Production damage limit (A*0.2%)
2,011.5
982


E
Difference (C-B)
(573.25)
(261.75)

MARKET DAMAGE ANALYSIS:·          Market damage rate is tabulated below.



01/01/25 - 31/01/25
01/02/25- 15/02/25



Particulars
Quantity
Quantity


A
Total bread sold (in 400g)
981,093.25
472,922.25


B
Market damages resulting (400g)
2,679.75
1,606


C
Market damage rate %(B/A*100)
0.273
0.34


D
Market damage limit (A*0.5%)
4,905.5
2,365


E
Difference (D-B)
2,225.25
759",,None,,,+ Proper baking processes will ensure that damages are fully checked.+ The management should focus on efforts to address high production damages to ensure that the company doesn’t lose revenues.,N/A,N/A,N/A
128035,Busia Feb 2025,N/A,N/A,2025-02-16,active,Mini shop spot check.,medium,"·          Mini shop spot check was conducted on 17.02.2025.·         The shop attendant accounted for all the bread loaded.·         All sales were made through Mpesa till.·         The below table shows details of mini shop transactions.


Date
17.02.2025



M/shopkeeper:
Fred Okwara

ID #: 35401673


SKU
Loading
Balance
Sold
Value-Kshs


200g white
192
10
182
4,914.00


400g white
1,965
93
1,872
99,216.00


600g white
63
07
56
4,424.00


800g white
660
96
564
58,656.00


1.5kg white
154
62
92
18,216.00




Net sales-Kshs
185,426.00




Cash at Hand (M-pesa)
184,658.96



Sales - Kshs
185,426.00



Variance - Kshs
(767.04)


Comment
Shortfall noted was due to M-pesa charges.",,None,,,+ The Mini shop attendant should keep up with the observed good stock and cash control.,N/A,N/A,N/A
128035,Busia Feb 2025,N/A,N/A,2025-02-16,active,Packing efficiency analysis,medium,"+ Packing efficiency was analyzed from 01.02.25 - 15.02.25.+ Packing efficiency at the branch was 97.46crates/packer.+ Analysis is tabulated below;



01/02/25 – 15/02/25



Particulars
Qty.


A
Produced bread in pieces (400g)
490,901


B
Staff meal issued + damages
2,604.75


C
Transferred unpacked (pcs)
00


D
Net bread for packing (A-B)
488,296.25


E
Targeted packers to Hire (D/1425)
343


F
Packers hired
334


G
Difference (E-F) in
09


H
Packing efficiency (crates/packer)
97.5",,None,,,+ Branch management should ensure observed proper planning is maintained.,N/A,N/A,N/A
128035,Busia Feb 2025,N/A,N/A,2025-02-16,active,Motor Vehicle Fuel Consumption Analysis,medium,"+ Analysis for motor vehicle fuel consumption was carried out from 01/01/2025 – 31/01/2025 and results were analyzed on the below table.+ Fuel consumption for all vans was found to be within the set standards.

M/V NO.
Distance covered
Fuel consumed
Expected consmptn
Diff.


KCG 201S
Mileage – 542,871 – 545,791km (2,920kms)


6.5km/l
2,920
437
449.23
12.23










KBZ 513T
Mileage – 649,046 – 651,520km (2,474kms)


6.5km/l
2,474
377
380.62
3.62










KCA 853N
Mileage – 478,515 – 481,704km (3,189kms)


6.5km/l
3,189
492
490.62
(1.38)










KCU 004R
Mileage – 508,438 – 509,560km (1,122kms)


6.5km/l
1,122
173
172.62
(0.38)










KCU 004R
Mileage – 509,865 – 511,926km (2,061)


6.5km/l
2,061
299
317.08
18.08
















KCV 214A
Mileage – 491,948 – 496,462km (4,514)


01/01-30/01
4,514
695
694.46
(0.54)


6.5km/l







KCP 716L
Mileage – 314,453 – 319,302km (4,849)


6.5km/l
4,849
744
746
02










KCW 459H
Mileage – 439,852 – 445,292km (5,440)


6.5km/l
5,440
847
836.92
(10.08)










KBZ 349S
Mileage – 662,349 – 667,393km (5,044)


7km/l
5,044
778
776
(02)










KDL 237U
Mileage – 102,794 – 107,792km (4,998)


7.5km/l
4,998
646
666.4
20.4










KDH 125W
Mileage – 145,006 – 150,457km (5,451)


7.5km/l
5,451
725
726.8
1.80










KDD 062F
Mileage 275,977–– 282,437 km (6,460)


7.1km/l
6,460
901
909.86
8.86",,None,,,+ Noted economical fuel consumption for most sales vans is commendable.,N/A,N/A,N/A
128035,Busia Feb 2025,N/A,N/A,2025-02-16,active,Generator fuel consumption analysis.,medium,"+ Generator fuel consumption was analyzed from 01.01.25 - 17.02.25. This was analyzed as per table below.GENERATOR : (01/01/25 - 17/02/25)

Index
Details
Qty.


A
Opening bal (ltrs)
Full tank+00


B
Closing bal (ltrs)
Full tank +00


C
Purchases (ltrs)
193


D
Hours run (Hours)
5.82


E
Fuel consumed (ltrs) A+C-B
193


F
Consumption/hrs. (ltrs/hr)E/D
33.16

·           Set standard fuel consumption for the generator was not provided.",,None,,,+ Fuel consumption controls for the generator are commendable.,N/A,N/A,N/A
128038,Karatina Feb 2025,N/A,N/A,2025-02-19,active,Bread weight,high,Weighing bread to ensure bread dispatched to the market meet the required weight standards.,Presence of underweight bread is an indication that the company is exposed to financial and reputational risks in form of penalties and customer dissatisfaction respectively.,0.0,,,Unpacked bread should be weighed before packing to ensure no underweight bread are dispatched to the market.,N/A,N/A,N/A
128038,Karatina Feb 2025,N/A,N/A,2025-02-19,active,Bread damages,medium,It was noted that production damages were averaging at 0.31% of the production and market damages stood at 0.50% of the total sales,"Excess production damages recorded for the period exceeded the set threshold exposing the company to a revenue loss of Kshs. 23,929.50",23929.5,,,The branch team need to employ adequate controls to manage damages related to production,N/A,N/A,N/A
128038,Karatina Feb 2025,N/A,N/A,2025-02-19,active,Mixing Charts Analysis,medium,"From the analysis, it was noted that the branch average production per day was 44 bags which is 54% of the branch target of 81 bags, Average yield was 190.41 and there were 283 cases of remixes during the period",Failure to meet the set targets implies that the branch production capacity was not fully utilized. 54% achievement in production implies that there was an idle capacity of 46%.,None,,,The sales team need to explore more opportunities to expand the market base and take advantage of the branch production capacity which is currently underutilized,N/A,N/A,N/A
128038,Karatina Feb 2025,N/A,N/A,2025-02-19,active,Debtors Analysis,medium,"Total outstanding debtors amounted to Kshs. 836,186.45. Most of the balances are for active institutions. Dormant accounts had an outstanding balance of Kshs. 157,337.25

Route
Customer Name
Closing Balance
Remarks


Siakago
Siakago Boys High School
256,305.00
Institution - Active


Nanyuki
Kabiru - Ini- Secondary
184,030.00
Institution - Active


Othaya
Kihome Secondary School
148,985.00
Institution - Dormant


Nanyuki
Nanyuki Garrison Secondary School
99,700.00
Institution - Active


Siakago
The Arch Angels Kanyueri School
67,650.00
Institution - Active


Siakago
Siakago Primary
19,255.00
Institution - Active


Kangema
Paul Maina M.
16,549.00
Active - Current invoice


Nanyuki
Mt. Kenya Baptist School
16,185.00
Institution - Active


Siakago
Julius Mwangi
6,057.25
Dormant - to be recovered through security account


KartinaT
Lucy Thaine Muhoro
5,676.00
Active - Current invoice


Siakago
Safimart Stores Ltd
5,236.20
Supermarket


Embu
Stephen Mogire Onsarigo
3,299.00
Active - Current invoice


KartinaT
Simon Mutungi Muoki
2,906.00
Active - Current invoice


Kangema
Loise Wamahiga Karanja
2,058.00
Active - Current invoice


Nanyuki
John Maina Mwaniki
1,216.00
Dormant -Sales Rep following up


Siakago
Patrick Wamugo Ndiritu
1,079.00
Dormant –Sales Rep following up


Total
836,186.45",Debtor balances can lead to bad debts and hence financial losses.,None,,,Follow up of the dormant account balances,N/A,N/A,N/A
128038,Karatina Feb 2025,N/A,N/A,2025-02-19,active,Slicing efficiency,high,Packing efficiency analysis revealed that the average slicing efficiency for the period was 83.68 crates per slicer,"Slicing efficiency of 83.68 crates per slicer implies that the company incurred Kshs 41,040 on extra slicers hired during the period under review",41040.0,,,The branch should ensure that slicers are hired on need basis and that the set efficiency level is achieved.,N/A,N/A,N/A
128039,Nyeri Feb 2025,N/A,N/A,2025-02-22,active,Bread Weight,medium,"From the samples of packed bread weighed, bread underweight were noted as follows; 400g CT - 3%, 400g Grande – 13%, 400g SN – 17

Variety
Sample size
C/W
O/W
U/W
%U/W
A/W


400g CT
75
42
31
2
3%
406


400g GRANDE
67
57
0
9
13%
394


400g SN
75
62
0
13
17%
396


600g BW
30
21
9
0
0%
610",Underweight bread dispatched to the market can lead to fines and penalties if caught by weight and measure agency.,None,,,The branch management should ensure that the set weight standards are adhered to in order to eliminate cases of underweight bread.,N/A,N/A,N/A
128039,Nyeri Feb 2025,N/A,N/A,2025-02-22,active,Debtors Analysis,medium,"It was noted that, the total outstanding debtors amounted to Kshs. 641,271.50. Most of the balances are for active institutions. Dormant accounts (highlighted) had an outstanding balance of Kshs. 5,328 and follow up by the sales Rep is ongoing.

Route
Customer Name
Balance
Remark


Doldol
Doldol High School
199,241.00
Active Institution


NyeriTuk
Highlands Drinks Limited
117,490.00
Active Organization


Doldol
Samrat Supermarket Ltd- Nyeri
92,640.10
Active Supermarket


MailiNne
St. Faustina Mweiga High School
89,245.00
Active Institution


Doldol
St. Francis Girls Secondary School
72,310.00
Active Institution


Doldol
Kimanjo Mixed Sec School
33,215.00
Active Institution


Doldol
Ilpolei Mixed Day Secondary School
29,095.00
Active Instituion


MailiNne
Veronica Wothaya Mwangi
5,328.00
Dormant account - Sales rep following up


Doldol
Muga Supermarket- Nyeri
2,707.40
Active Supermarket


Total
641,271.50",Route balances on dormant account can lead to bad debts and hence financial losses to the company,5328.0,,,The sales Rep to follow collection on the noted dormant account. Sales Rep should ensure credit payments terms with institutions are strictly adhered to.,N/A,N/A,N/A
128039,Nyeri Feb 2025,N/A,N/A,2025-02-22,active,Packing Efficiency,medium,"The analysis revealed that the average slicing efficiency for the period was 90.82 crates per slicer 

Details
 Value


KPI
                97.00


Production for 3rd shift on 14th Jan 2024
           1,887.25


Production in Loaves
      184,810.90


Less Production for 3rd shift on 21st Feb 2025
                       -  


Total loaves produced
      186,698.15


Less FOC, Production Damages and Oven Damages
           1,430.00


Total bread to be packed
      185,268.15


Slicer hired
                    136


Packing efficiency
                90.82


Expected slicers
                    127


Cost of hiring 9 extra slicers @912
           8,208.00","Packing efficiency of 90.82 crates per slicer implies that the company incurred Kshs 8,208 on extra slicers hired during the period under review",8208.0,,,Branch management should manage slicers effectively to ensure they achieve the desired packing efficiency.,N/A,N/A,N/A
128291,Donholm Feb 25,N/A,N/A,2025-02-19,active,Stock verifiication,medium,"·       A physical stock take was carried out on 19.02.2025 to assess the effectiveness of internal controls and verify whether the physical stock items matched the records as per SAP.·       The exercise showed that there were items with variations however others had immaterial variances as seen:ü  Bread stock had -77 piecesü  Polybags had +847.3 piecesü  White flour had -6.38 kgsü  Crates had -7 pieces.ü  Utto had +5.19 Litresü  White ingredient -0.13kgs.ü  Yeast had -0.87kgs.·       Below is the summary of the findings:Table 1:Stock take summary.

Item Description
 UoM
 Stock as per SAP
 Physical Stock
 Variance


 White ingredients 9Kgs
 Bags
        344.13
                   344.00
-                  0.13


 White Flour
 Kgs
   30,981.38
               30,975.00
-                  6.38


 Yeast - 125gms
 Sachets
        385.13
                   386.00
                   0.87


 Vegetable Oil (Utto) new
 Kgs
         39.10
                     44.29
                   5.19


 Bread 
 Pieces
     7,002.00
                 6,925.00
-                77.00


 Polybags
 Pieces
 174,862.00
             175,709.30
               847.30


 Crates
 Pieces
     2,545.00
                 2,538.00
-                  7.00","Variations noted implies that there were lapses in accurate recording of stock items, controls are not working effectively.",0.0,,,·       The branch management should ensure accurate recording of market damages and ensure that good issue be accurately checked before submitting for approval.Greasing also should be accurately applied to the baking Tins to minimise utto the variations.,N/A,N/A,N/A
128291,Donholm Feb 25,N/A,N/A,2025-02-19,active,Bread weights,high,"·       Weight Check on bread produced and packed in the branch was done on a random basis to determine whether bread dispatched to the market was of the recommended weight as Per KEBS requirement.·       From the sample selected all varieties had cases of underweight as illustrated in the table below;Table 2:Bread weights summary.

Variety
No. of samples
Overweight
Correct weight
Underweight
%Overweight
% correct weight
% Underweight


400g cwt.
75
2
57
16
3%
76%
21%


600 Barrel
75
35
29
11
47%
39%
15%


400 g Butter
75
1
47
27
1%
63%
36%


400g Barrel
71
0
31
40
0%
44%
56%","Cases of underweight exposes the company to fines and legal actions for violating laws on product weights, it can also trigger KEBS Scrutiny leading to increased inspections and this can affect the company operations.",0.0,,,·       A follow up should be done by the branch management to ensure set dividing and packing standards are adhered.·       The branch management should promptly report to KAF whenever the oven has issues to ensure the issue is resolved on time so that bread quality is not affected.,N/A,N/A,N/A
128291,Donholm Feb 25,N/A,N/A,2025-02-19,active,Bread  Damages analysis,medium,"·       Analysis of bread damages was done for a period of 43 days from 8 January to 19 February 2025 to determine whether production and Market damages were within the allowed percentage of 0.2% and 0.5% of total production and sales respectively.·       The analysis showed that production damages stood at 0.28% of total production with a cost implication of Kshs. 25,082.98 while market damages stood at 0.58% of total sales with a cost implication of Kshs 25,091.05 which was above the standard threshold.Table 3:Production Damages.

Details
Quantity/Value


Total Production damages= A
1,716.50


Total Production = B
621,618.09


Prod. Damages Perce C=(A/B) %
0.28%


KPI =D
0.20%


Difference E=D-C
-0.08%


Cost Implication F=(E*B) *53
-26,356.60.

Table 4:Market Damages.

Details
Quantity/Value


Total Market damages= A
3,435.50


Total Sales = B
591,770.25


Market. Damages Perce C=(A/B) %
0.58%


KPI =D
0.50%


Difference E=D-C
-0.08%


Cost Implication F=(E*B) *53
-25,091.05","Both production and market damages exceeded the allowable threshold by 0.08 % and 0.08% of total production and sales respectively, with this the company incurred an extra cost of KES (0.08%*621,618.09*53) +(0.08%*591,770.25*53) =51,447.65.",0.0,,,Branch management should ensure production procedures is adhered to ensure bread of good quality is produced to minimise excess damages caused,N/A,N/A,N/A
128291,Donholm Feb 25,N/A,N/A,2025-02-19,active,Mixing Chart analysis,medium,"·       An analysis of both Mixing charts and mixing chart summaries were done for a period of 43 days from 8 January 2025 to 19 February 2025 to find out the branch’s utto consumption, average yield, recording of mixes and cases of remix.·       The analysis for 8 January-31 January 2025 when production target was 108 showed that:Ø  Average yield per bag was 191.01 loaves per bag.Ø  Utto consumption was at 100%.Ø  2,788 cases of remixes notedØ  Average production was 74.96 bags per day representing 69.41% of target achievement which is 108 bags.·       For the period 01/02/2025-19/02/2025 production target changed to 81 bags and the analysis showed that:Ø  Average yield per bag was 190.93 loaves per bag.Ø  Utto consumption was at 100%.Ø  804 cases of remixes notedØ  Average production was 76.63 bags per day representing 94.61% of target achievement which is 81 bags.·       The table below illustrates the findings;Table 5:Mixing chart summary-08.01.25-31.01.25.

Particulars
Number/Percentage


Average production Target in bags
108.00


Production target achievement (74.96/108*100)
69.41%


Average yield target per bag
191.01


Utto consumption to bags produced
100%


Number of remixes in tins
2,788.00

Table 6:Mixing Chart summary-01.02.25-19.02.25.

Particulars
No/percentage


Average production Target in bags
81.00


Production target achievement (76.63/81*100)
94.61%


Average yield target per bag
190.93


Utto consumption to bags produced
100%


Number of remixes in tins
804.00",·  High cases of remix affect shift wise target achievement and affects the quality of bread·       Lapses in checking of mixing chart details and those transferred to summary,0.0,,,"·       In case of breakdown in the branch, the manager should scale down on mixing of flour to control the number of remixes in the branch·       Sales team should put extra effort to onboard more customers to ensure branch production capacity is fully utilized.",N/A,N/A,N/A
128291,Donholm Feb 25,N/A,N/A,2025-02-19,active,Production efficiency,medium,"·       Production efficiency was calculated for period of 43 days from 8 January 2025 to 7 January 2025.The aim was to determine if the production workers hired were achieving the set production efficiency of 4.3 bags per worker.·       It was noted that the production efficiency was 4.19 bags per production worker, standard rate achieved was below the set limit. The table below illustrated the findings;Table 7:Production efficiency.

Details
Totals


KPI =A
4.3


Production workers Hired =B
776


Expected production: C=A*B
3,336.80


Actual Production =D
3,255.00


Actual production efficiency achieved E=D/B
              4.19


Production workers who were supposed to be hired F=D/A
757


Extra Production Workers hired G=B-F
19


Cost Incurred for not achieving target (1,086.6*19)
     20,645.40","Production efficiency was below the set target, and this implies that labour cost on production was above the set budget.",20628.0,,,·       The branch management should ensure workers allocation is done as per the shift wise targets to avoid hiring of extra workers.,N/A,N/A,N/A
128291,Donholm Feb 25,N/A,N/A,2025-02-19,active,Packing efficiency,medium,"·       Packing efficiency was calculated from 8 January 2025 to 19 February 2025.The aim was to determine if the packers hired were achieving the set packing efficiency of 97 crates per packer.·       It was noted that the average packing efficiency was 89.34 crates per packer as illustrated below;Table 8:Packing Efficiency.

Details
Totals


KPI =A
97


Loaves Produced
621,618.09


PD, Oven Damages & Deductions & System FOC (08/01/2025-19/02/2025)
6,214.50


Loaves Produced less PD, Oven Damages & Deductions &FOC (08/01/2025-19/02/2025)
615,403.59


Add: 07.01.25 3 shift Loaves
             7,947.00


Less: 19th.02.25 3 shift Loaves
                 5,736.00


Total Loaves to be Packed(B)
617,614.59


Packers Hired (C) (01-21.10.24)
472


Actual Packing Efficiency achieved D=(B/C/)15
87.23


Packers who were supposed to be hired E=(B/A)/15
424


Extra (or Less) Packers hired F=C-E
48


Cost Implication (912*47)
43,776","Average packing efficiency was below the set target, and this implies that packing cost was above the set budget hence an extra cost to the company.",43750.0,,,Hiring of Packers shift wise should be guided by the number of bags produced in the prior shift. This will enable the branch to achieve set target.,N/A,N/A,N/A
